"","xmin","ymin","xmax","ymax","conf","class","img","fold","trap"
"3643",3659.19314575195,2085.26567077637,3705.5625,2197.18104553223,0.911551952362061,"Nematocera","AI13A03-B",5,"AI13A03"
"3842",2400.0869140625,137.356094360352,2832.51245117188,388.773956298828,0.872393786907196,"Nematocera","AI13A03-B",5,"AI13A03"
"3943",3850.70977783203,1522.64498901367,3958.45040893555,1660.73025512695,0.871567666530609,"Nematocera","AI13A03-B",5,"AI13A03"
"4040",3344.6548614502,749.214508056641,3507.0813293457,861.909210205078,0.86912214756012,"Nematocera","AI13A03-B",5,"AI13A03"
"41107",4067.80688476562,2720.20959472656,4186.93589782715,2851.5007019043,0.868951201438904,"Nematocera","AI13A03-B",5,"AI13A03"
"4252",1732.99153137207,2817.88836669922,1845.77226257324,2959.91011047363,0.862405955791473,"Nematocera","AI13A03-B",5,"AI13A03"
"4331",4109.35974121094,1773.16566467285,4207.77745056152,1879.873046875,0.854423463344574,"Nematocera","AI13A03-B",5,"AI13A03"
"4434",3187.8115234375,285.102111816406,3535.82421875,384.208404541016,0.848081648349762,"Nematocera","AI13A03-B",5,"AI13A03"
"4533",542.280578613281,2632.65609741211,606.934112548828,2816.4538269043,0.844138443470001,"Nematocera","AI13A03-B",5,"AI13A03"
"2308",4075.51398468018,2296.04052734375,4310.73390197754,2450.56109619141,0.96677154302597,"Hemiptera","TF03A10-A",2,"TF03A10"
"3270",3204.5869140625,52.8405609130859,3479.13793945312,201.657699584961,0.844058334827423,"Nematocera","TF03A10-A",2,"TF03A10"
"4253",2122.20306396484,112.481018066406,2468.26351928711,287.8408203125,0.976698994636536,"Hemiptera","TF03A10-A",3,"TF03A10"
"5240",4037.51134872437,2206.49900817871,4352.32377624512,2470.77340698242,0.970134913921356,"Hemiptera","TF03A10-A",3,"TF03A10"
"6204",3186.34838867188,3006.95199584961,3300,3224.00411987305,0.963927149772644,"Brachycera","TF03A10-A",4,"TF03A10"
"7200",4008.14046859741,2084.48505401611,4528.47686767578,2500,0.965599834918976,"Hemiptera","TF03A10-A",4,"TF03A10"
"8192",2537.1628112793,1982.79730224609,2899.2805480957,2176.32063293457,0.947836935520172,"Hemiptera","TF03A10-A",4,"TF03A10"
"9188",2000,3.39162349700928,2473.65231323242,469.663482666016,0.945685863494873,"Hemiptera","TF03A10-A",4,"TF03A10"
"10178",4016.13488197327,522.919319152832,4389.7873840332,900,0.943116784095764,"Hemiptera","TF03A10-A",4,"TF03A10"
"11191",1348.49510192871,3231.58712768555,1699.17431640625,3319.80172729492,0.942471206188202,"Hemiptera","TF03A10-A",4,"TF03A10"
"12173",2340.78036499023,1306.95998382568,2485.31427001953,1445.68605041504,0.938658177852631,"Hemiptera","TF03A10-A",4,"TF03A10"
"13175",4067.14367675781,540.429275512695,4181.67706298828,601.529006958008,0.936294198036194,"Hemiptera","TF03A10-A",4,"TF03A10"
"14165",2039.59074020386,2456.4172744751,2500,2900,0.936210095882416,"Hemiptera","TF03A10-A",4,"TF03A10"
"15149",932.133804321289,3027.52732849121,1081.06890869141,3182.89738464355,0.935182869434357,"Hemiptera","TF03A10-A",4,"TF03A10"
"16139",2839.04655075073,2923.22161102295,3191.69448852539,3116.81518554688,0.93366152048111,"Hemiptera","TF03A10-A",4,"TF03A10"
"17136",4000,683.105987548828,4426.78314208984,1054.85919189453,0.932354807853699,"Hemiptera","TF03A10-A",4,"TF03A10"
"18119",2344.06524658203,3186.76361083984,2395.24487304688,3221.66857910156,0.9244225025177,"Hemiptera","TF03A10-A",4,"TF03A10"
"19105",1826.09576416016,3335.80252075195,1880.81521606445,3368.57104492188,0.91843181848526,"Hemiptera","TF03A10-A",4,"TF03A10"
"20106",3204.25543785095,3307.99813842773,3346.46810913086,3365.46313476562,0.916512012481689,"Hemiptera","TF03A10-A",4,"TF03A10"
"21137",402.814102172852,6.02006912231445,730.874725341797,362.475006103516,0.911338031291962,"Hemiptera","TF03A10-A",4,"TF03A10"
"22105",1500.92568969727,667.743835449219,1632.16482543945,735.074096679688,0.89058780670166,"Hemiptera","TF03A10-A",4,"TF03A10"
"2364",3463.11578369141,836.080261230469,3855.29067993164,907.76725769043,0.889774680137634,"Hemiptera","TF03A10-A",4,"TF03A10"
"2463",1797.70837402344,3239.89147949219,1908.44515991211,3342.13244628906,0.88886946439743,"Hemiptera","TF03A10-A",4,"TF03A10"
"2568",3176.84494018555,1941.99957275391,3300,2100,0.878683805465698,"Hemiptera","TF03A10-A",4,"TF03A10"
"2658",4108,12.6717090606689,4603.87866210938,438.888885498047,0.940152525901794,"Hymenoptera","TF03A10-A",4,"TF03A10"
"2761",2620.33215332031,3141.64286804199,2745.51968383789,3224.26751708984,0.935455143451691,"Nematocera","TF03A10-A",4,"TF03A10"
"2862",3376.46435546875,68.7467422485352,3510.24645996094,178.292465209961,0.880179405212402,"Nematocera","TF03A10-A",4,"TF03A10"
"2955",801.061105728149,2944.17919921875,1241.83673095703,3297.77401733398,0.948580205440521,"Hemiptera","TF03A10-A",5,"TF03A10"
"3058",2240.31390380859,112.198638916016,2620.7978515625,281.569396972656,0.947269320487976,"Hemiptera","TF03A10-A",5,"TF03A10"
"31111",1701.63452148438,1622.81115722656,3010.23193359375,3456,0.956829905509949,"Hymenoptera","TF03A10-A",5,"TF03A10"
"3271",3072.97045898438,0,4608,2614.29736328125,0.950518488883972,"Hymenoptera","TF03A10-A",5,"TF03A10"
"2309",3508.72894287109,721.942504882812,3873.27215576172,1025.72071838379,0.973017871379852,"Ephemeroptera","AI01A01-A",1,"AI01A01"
"3272",1200.57051181793,2800,1385.72521972656,3057.53344726562,0.964981555938721,"Ephemeroptera","AI01A01-A",1,"AI01A01"
"4254",3284.80439758301,1473.11895751953,3473.40289306641,1655.55963134766,0.962505638599396,"Ephemeroptera","AI01A01-A",1,"AI01A01"
"5241",1470.84292602539,328.304779052734,1798.72581481934,600.154693603516,0.961888909339905,"Ephemeroptera","AI01A01-A",1,"AI01A01"
"6205",1561.93197631836,2407.00559616089,1700,2730.98941040039,0.961782693862915,"Ephemeroptera","AI01A01-A",1,"AI01A01"
"7201",3313.6046295166,1606.58462047577,3702.0609588623,2010.21286010742,0.959279775619507,"Ephemeroptera","AI01A01-A",1,"AI01A01"
"8193",2911.98230743408,2337.26626586914,3290.67617797852,2515.52755737305,0.958102285861969,"Ephemeroptera","AI01A01-A",1,"AI01A01"
"9189",2515.82484436035,1413.67654418945,2649.91171264648,1482.2861328125,0.955675840377808,"Ephemeroptera","AI01A01-A",1,"AI01A01"
"10179",1201.22810602188,2097.33238220215,1385.58715820312,2497.06964111328,0.951448142528534,"Ephemeroptera","AI01A01-A",1,"AI01A01"
"12174",1740.56176757812,1474.4462890625,1846.33850097656,1581.28424072266,0.938781797885895,"Nematocera","AI01A01-A",1,"AI01A01"
"13176",1306.43799591064,1139.27069091797,1355.56356811523,1183.75735473633,0.936252474784851,"Nematocera","AI01A01-A",1,"AI01A01"
"14166",675.468872070312,2082.8818359375,839.321716308594,2197.20309448242,0.928126215934753,"Nematocera","AI01A01-A",1,"AI01A01"
"15150",872.109893798828,554.146224975586,935.328857421875,637.329010009766,0.928109467029572,"Nematocera","AI01A01-A",1,"AI01A01"
"16140",2232.3343963623,3137.04162597656,2272.08236694336,3184.93858337402,0.920034229755402,"Nematocera","AI01A01-A",1,"AI01A01"
"17137",4108.3923624754,2994.43072509766,4159.18129730225,3122.15875244141,0.921693801879883,"Brachycera","AI01A01-A",2,"AI01A01"
"18120",3809.17587280273,865.54833984375,4024.47933959961,1147.9626159668,0.953364133834839,"Ephemeroptera","AI01A01-A",2,"AI01A01"
"19106",1200,1600,1608.87292480469,1955.09213256836,0.965338051319122,"Hymenoptera","AI01A01-A",2,"AI01A01"
"21138",3732.66864013672,1570.50427246094,3822.77522277832,1624.19277000427,0.935584962368011,"Nematocera","AI01A01-A",2,"AI01A01"
"22106",749.890808105469,2069.33241271973,859.020263671875,2167.27294921875,0.92497730255127,"Nematocera","AI01A01-A",2,"AI01A01"
"2464",3332.3056640625,2370.20629882812,3532.08285522461,2463.0615234375,0.899650931358337,"Nematocera","AI01A01-A",2,"AI01A01"
"2569",1406.77735900879,1947.47735595703,1466.244140625,1975.78546142578,0.892557680606842,"Nematocera","AI01A01-A",2,"AI01A01"
"2863",738.386383056641,2144.51112365723,804.893630027771,2194.40049743652,0.867070853710175,"Nematocera","AI01A01-A",2,"AI01A01"
"2956",1744.44660949707,1496.31967163086,1802.19734191895,1553.7424621582,0.865063846111298,"Nematocera","AI01A01-A",2,"AI01A01"
"3273",4015.19174194336,318.094696044922,4232.083984375,546.835998535156,0.852726817131042,"Nematocera","AI01A01-A",2,"AI01A01"
"3350",859.206848144531,548.467895507812,1067.9345703125,745.409240722656,0.849276065826416,"Nematocera","AI01A01-A",2,"AI01A01"
"3450",2648.61488342285,721.010589599609,2675.44451904297,762.900299072266,0.959786176681519,"Trichoptera","AI01A01-A",2,"AI01A01"
"3544",3919.77926635742,556.936630249023,3966.66271972656,588.558639526367,0.887338519096375,"Trichoptera","AI01A01-A",2,"AI01A01"
"3644",2653.10955810547,363.172729492188,2958.53100585938,641.44792175293,0.966120541095734,"Ephemeroptera","AI01A01-A",3,"AI01A01"
"3742",3511.73486328125,1680.03091430664,3703.92489624023,2004.63586425781,0.965600252151489,"Ephemeroptera","AI01A01-A",3,"AI01A01"
"3843",1314.86315917969,768.888092041016,1534.59201049805,1023.78950500488,0.959812521934509,"Ephemeroptera","AI01A01-A",3,"AI01A01"
"3944",3965.35394287109,1200,4224.03506469727,1477.54901123047,0.956950485706329,"Ephemeroptera","AI01A01-A",3,"AI01A01"
"41108",3869.33898925781,726.832702636719,4174.79495239258,1043.98107910156,0.955284476280212,"Ephemeroptera","AI01A01-A",3,"AI01A01"
"4255",647.168594360352,2998.22483825684,768.864868164062,3196.19931030273,0.953137695789337,"Ephemeroptera","AI01A01-A",3,"AI01A01"
"4332",1499.46612548828,472.672470092773,1697.81988525391,625.61555480957,0.952679634094238,"Ephemeroptera","AI01A01-A",3,"AI01A01"
"4632",2345.18057250977,3019.37561035156,2555.32284545898,3359.59362792969,0.950149238109589,"Ephemeroptera","AI01A01-A",3,"AI01A01"
"4830",3025.81600952148,2493.89868164062,3117.61840820312,2627.67343139648,0.947429358959198,"Ephemeroptera","AI01A01-A",3,"AI01A01"
"4933",1468.70574951172,698.378356933594,1869.73336791992,933.418701171875,0.94740617275238,"Ephemeroptera","AI01A01-A",3,"AI01A01"
"5033",3849.56755065918,2916.68472290039,4179.21562194824,3288.66162109375,0.945240437984467,"Ephemeroptera","AI01A01-A",3,"AI01A01"
"51101",4173.60089111328,1376.54702758789,4331.67242431641,1579.23583984375,0.942108750343323,"Ephemeroptera","AI01A01-A",3,"AI01A01"
"5242",1200.95472335815,829.68635559082,1413.25297546387,1157.8857421875,0.940906941890717,"Ephemeroptera","AI01A01-A",3,"AI01A01"
"5331",3454.08557128906,715.457061767578,3490.38168334961,763.421630859375,0.959591329097748,"Brachycera","AI01A01-A",4,"AI01A01"
"5432",1317.05187988281,245.038726806641,1381.31335449219,338.363861083984,0.950177431106567,"Brachycera","AI01A01-A",4,"AI01A01"
"5532",3058.12963867188,3172.90393066406,3266.68701171875,3274.69116210938,0.94377475976944,"Brachycera","AI01A01-A",4,"AI01A01"
"5629",2734.13305664062,3196.47875976562,2808.92749023438,3271.63305664062,0.941307723522186,"Brachycera","AI01A01-A",4,"AI01A01"
"5727",2342.92459106445,206.737945556641,2395.59362792969,241.060974121094,0.93960177898407,"Brachycera","AI01A01-A",4,"AI01A01"
"5826",3698.14184570312,3012.61592102051,3736.58372497559,3044.42915344238,0.938312530517578,"Brachycera","AI01A01-A",4,"AI01A01"
"5930",2026.92776489258,3174.97039794922,2079.25643920898,3205.83601379395,0.929699122905731,"Brachycera","AI01A01-A",4,"AI01A01"
"6026",3412.11645507812,3142.81518554688,3530.94549560547,3237.90991210938,0.918378233909607,"Brachycera","AI01A01-A",4,"AI01A01"
"61100",1996.85797119141,3080.48983001709,2031.89119911194,3128.84545898438,0.917222738265991,"Brachycera","AI01A01-A",4,"AI01A01"
"6223",3784.90669250488,3190.50698852539,3827.41249084473,3240.27880859375,0.916875541210175,"Brachycera","AI01A01-A",4,"AI01A01"
"6323",3456.03909301758,1981.62261962891,3518.34368896484,2022.27677154541,0.916339993476868,"Brachycera","AI01A01-A",4,"AI01A01"
"6625",1735.74865722656,3128.32568359375,1915.30493164062,3249.53637695312,0.913377225399017,"Brachycera","AI01A01-A",4,"AI01A01"
"6729",4046.94091796875,2995.62423706055,4159.82572555542,3078.283203125,0.910808861255646,"Brachycera","AI01A01-A",4,"AI01A01"
"6921",2172.87335205078,1080.9560546875,2242.94146728516,1147.87384033203,0.965196192264557,"Coleoptera","AI01A01-A",4,"AI01A01"
"7021",3438.35913085938,402.6535987854,3815.08012390137,903.929443359375,0.97676283121109,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"71100",3866.01983642578,1437.01501464844,4010.12744140625,1573.7112121582,0.955164909362793,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"7220",996.700561523438,2182.8014831543,1378.05799865723,2475.11581420898,0.952133476734161,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"7320",3408.62059020996,1211.56454086304,3823.3984375,1749.96301269531,0.949578821659088,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"7515",1356.11102294922,1283.23226928711,1502.34356689453,1434.71858215332,0.942044854164124,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"7915",2974.97332763672,1944.98883056641,3295.47711181641,2104.42839813232,0.937345623970032,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"8013",3083.85494995117,2491.41044616699,3248.15170288086,2677.66098022461,0.93594890832901,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"8194",1228.12296104431,507.285758972168,1612.76773071289,890.648162841797,0.929051220417023,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"8219",3701.99656677246,1727.41041564941,4180.49588012695,2183.96075439453,0.925582826137543,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"8315",1319.56530761719,2926.05639648438,1689.28994750977,3240.36499023438,0.923815190792084,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"8513",3602.53736972809,2374.85147094727,4014.36224365234,2782.70553588867,0.919292449951172,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"8713",4000,41.4069671630859,4510.33682250977,587.84358215332,0.914925396442413,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"8810",2800,2752.84265136719,3138.77673339844,3042.5106048584,0.914794921875,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"8912",2388.7177734375,1353.3081817627,2798.384765625,1650.4619140625,0.91450709104538,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"9217",2400,141.816360473633,2794.40063476562,507.079742431641,0.913154125213623,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"9312",1529.73229980469,1730.6930847168,1825.17919921875,2094.61196899414,0.912615835666656,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"9511",2223.38604736328,2874.93544006348,2484.70364379883,3044.86301422119,0.909152746200562,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"9712",2013.21118164062,2253.27172851562,2636.92016601562,2830.69897460938,0.905128598213196,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"9812",2019.74720954895,656.956207275391,2276.05517578125,898.317138671875,0.902168393135071,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"9910",2800,1927.53524780273,3014.3678894043,2146.23992919922,0.902148485183716,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"10217",1637.89052963257,2557.87475585938,1949.87033081055,2771.52896118164,0.899442315101624,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"10313",2488.43474578857,981.216918945312,2900,1426.20590209961,0.897069752216339,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"10412",1616.13151931763,2100.54740905762,1816.44091796875,2498.91213989258,0.895738482475281,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"10512",1874.20581054688,465.606857299805,2124.28688812256,793.085662841797,0.895419061183929,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"10613",2270.64151000977,69.440315246582,2628.98397827148,500,0.892580389976501,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"10710",4041.11938476562,1307.95555114746,4460.68032836914,1700,0.888220250606537,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"10810",800,1877.75946044922,1178.431640625,2077.58990478516,0.887970805168152,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"10910",1905.28540039062,1083.51123046875,2397.64489746094,1542.29272460938,0.877892911434174,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"11015",1703.12457275391,2883.95345306396,1958.35443115234,3054.46455383301,0.877184391021729,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"11192",559.465850830078,2938.00204467773,838.338073730469,3174.33142089844,0.874277770519257,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"11218",3738.10411071777,916.193481445312,3947.06640625,1183.28372192383,0.874001085758209,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"11315",2400,2424.22239685059,2770.31353759766,2671.96020507812,0.873748004436493,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"11413",603.466125488281,581.179382324219,1131.94662475586,900,0.871398031711578,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"11510",1396.84091186523,2059.51641845703,1610.98065185547,2370.18832397461,0.867098212242126,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"11612",1212.67991065979,811.058235168457,1554.8701171875,1196.32540893555,0.865149557590485,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"11711",2448.70751953125,1393.46670532227,2845.89151000977,1780.56628417969,0.86491197347641,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"11812",3059.44595336914,2276.45379638672,3371.92678833008,2536.72901916504,0.863151729106903,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"11911",2972.0979309082,650.964309692383,3391.81538391113,1007.96351623535,0.86102569103241,"Ephemeroptera","AI01A01-A",4,"AI01A01"
"12011",2607.73620605469,1045.60456848145,2694.11492919922,1149.43090820312,0.958567500114441,"Nematocera","AI01A01-A",4,"AI01A01"
"12214",728.622344970703,2088.76446533203,828.527587890625,2159.25355529785,0.922061860561371,"Nematocera","AI01A01-A",4,"AI01A01"
"12311",1070.46926879883,2737.5055847168,1190.59387207031,2838.74130249023,0.921586155891418,"Nematocera","AI01A01-A",4,"AI01A01"
"12412",2182.28521728516,1979.49432373047,2325.25543212891,2012.30291175842,0.919759511947632,"Nematocera","AI01A01-A",4,"AI01A01"
"12512",1144.28253173828,840.425384521484,1267.59310913086,915.317489624023,0.914635837078094,"Nematocera","AI01A01-A",4,"AI01A01"
"12611",550.337936401367,2628.8450012207,600.837280273438,2673.13488769531,0.900463759899139,"Nematocera","AI01A01-A",4,"AI01A01"
"12711",1112.66049194336,3089.72866821289,1148.71331787109,3127.61326599121,0.899749040603638,"Nematocera","AI01A01-A",4,"AI01A01"
"12910",1434.20114135742,2748.35986328125,1466.32241821289,2800.93383789062,0.961714863777161,"Brachycera","AI01A01-A",5,"AI01A01"
"13010",3868.59613037109,3124.4928894043,3917.29663085938,3177.48736572266,0.949660837650299,"Brachycera","AI01A01-A",5,"AI01A01"
"13177",3504.4382019043,3185.30035400391,3529.51361083984,3227.50625610352,0.935152947902679,"Brachycera","AI01A01-A",5,"AI01A01"
"13212",1306.95979309082,268.832427978516,1364.3235168457,333.077087402344,0.931186318397522,"Brachycera","AI01A01-A",5,"AI01A01"
"13412",1410.16592407227,303.1962890625,1862.35089111328,712.384643554688,0.95027619600296,"Ephemeroptera","AI01A01-A",5,"AI01A01"
"13710",3806.29945373535,697.504913330078,4304.48254394531,1109.49307250977,0.941494524478912,"Ephemeroptera","AI01A01-A",5,"AI01A01"
"13910",2864.80727386475,1993.63354492188,3300,2203.40614318848,0.940075516700745,"Ephemeroptera","AI01A01-A",5,"AI01A01"
"14213",1196.36892700195,2037.31966018677,1550.86611938477,2500,0.933597803115845,"Ephemeroptera","AI01A01-A",5,"AI01A01"
"14312",2000,3062.00289154053,2350.15264892578,3456,0.932583868503571,"Ephemeroptera","AI01A01-A",5,"AI01A01"
"14610",1227.83124542236,2923.21272277832,1395.98387145996,3298.54220581055,0.925677120685577,"Ephemeroptera","AI01A01-A",5,"AI01A01"
"14710",1600,2059.4049911499,1961.3264465332,2461.73132324219,0.921348869800568,"Ephemeroptera","AI01A01-A",5,"AI01A01"
"14810",4051.27286911011,668.731018066406,4461.62213134766,900,0.919687867164612,"Ephemeroptera","AI01A01-A",5,"AI01A01"
"14910",3234.86170959473,1410.67126464844,3647.96200561523,1833.52563476562,0.919643700122833,"Ephemeroptera","AI01A01-A",5,"AI01A01"
"15151",2550.49424743652,295.896759033203,2909.775390625,726.3642578125,0.916473567485809,"Ephemeroptera","AI01A01-A",5,"AI01A01"
"15310",2527.08840179443,93.5885467529297,2877.7848815918,488.553375244141,0.913718044757843,"Ephemeroptera","AI01A01-A",5,"AI01A01"
"15410",1990.9518737793,0,2216.40901184082,363.943725585938,0.912723779678345,"Ephemeroptera","AI01A01-A",5,"AI01A01"
"15510",3807.28616333008,811.45932674408,3948.54296875,1112.37701416016,0.910354912281036,"Ephemeroptera","AI01A01-A",5,"AI01A01"
"15810",800.028139352798,1864.95455932617,876.393798828125,1994.94830322266,0.895579159259796,"Nematocera","AI01A01-A",5,"AI01A01"
"16212",3577.26733398438,1412.27380371094,3982.67163085938,1625.17077636719,0.849679112434387,"Nematocera","AI01A01-A",5,"AI01A01"
"16311",2816.35321044922,2492.73252868652,2882.30139160156,2647.93501281738,0.844218194484711,"Nematocera","AI01A01-A",5,"AI01A01"
"11001",1541.19332885742,2305.56741333008,1746.10166931152,2645.07637023926,0.95388525724411,"Coleoptera","AI02A04-A",1,"AI02A04"
"2365",1079.71081542969,1903.99548339844,1565.57739257812,2402.41357421875,0.943656623363495,"Nematocera","AI02A04-A",1,"AI02A04"
"3274",3680.29369354248,2396.90713500977,3736.08525085449,2474.34539031982,0.927114188671112,"Nematocera","AI02A04-A",1,"AI02A04"
"4256",3557.86206054688,2104.4091796875,3890.5732421875,2358.17919921875,0.923826217651367,"Nematocera","AI02A04-A",1,"AI02A04"
"5243",1535.43334960938,2390.58325195312,1735.48913574219,2528.10034179688,0.940329492092133,"Coleoptera","AI02A04-A",2,"AI02A04"
"6206",1431.5062713623,2310.7333984375,1527.73681640625,2367.55786132812,0.946486115455627,"Nematocera","AI02A04-A",2,"AI02A04"
"7202",2556.52635192871,2300.00381469727,2620.08972167969,2357.51095581055,0.928885400295258,"Nematocera","AI02A04-A",2,"AI02A04"
"8195",2812.98559570312,165.555511474609,3127.8896484375,433.551239013672,0.920184075832367,"Nematocera","AI02A04-A",2,"AI02A04"
"9190",3873.8310546875,1173.70104980469,4031.29760742188,1300.93591308594,0.919524013996124,"Nematocera","AI02A04-A",2,"AI02A04"
"10180",1388.70593261719,130.620513916016,1845.40734863281,297.251770019531,0.910681247711182,"Nematocera","AI02A04-A",2,"AI02A04"
"11193",1141.65335083008,777.999938964844,1345.77990722656,921.067810058594,0.888734817504883,"Nematocera","AI02A04-A",2,"AI02A04"
"12175",1244.37084960938,1629.70642089844,1468.16125488281,1769.54650878906,0.882647931575775,"Nematocera","AI02A04-A",2,"AI02A04"
"13178",4079.10675048828,2177.98997497559,4143.20779418945,2285.74038696289,0.840020179748535,"Nematocera","AI02A04-A",2,"AI02A04"
"14167",2663.62167358398,2956.02194046974,2716.15814208984,2994.24659729004,0.835793852806091,"Nematocera","AI02A04-A",2,"AI02A04"
"15152",2344.24377441406,1816.0739440918,2390.62457275391,1841.6088104248,0.982270181179047,"Trichoptera","AI02A04-A",2,"AI02A04"
"16141",1641.05776977539,2415.25439453125,1700,2505.02196502686,0.940545439720154,"Coleoptera","AI02A04-A",3,"AI02A04"
"17138",455.758453369141,463.828098297119,594.650314331055,517.839225769043,0.927322268486023,"Brachycera","AI02A04-A",4,"AI02A04"
"18121",2893.89013671875,242.008529663086,3032.51440429688,335.287506103516,0.922433257102966,"Nematocera","AI02A04-A",4,"AI02A04"
"19107",4070.92874145508,2134.42018127441,4185.7417755127,2333.18853759766,0.920087695121765,"Nematocera","AI02A04-A",4,"AI02A04"
"20107",1428.6921081543,2254.25668334961,1530.17343139648,2370.63909912109,0.902456343173981,"Nematocera","AI02A04-A",4,"AI02A04"
"21139",1297.16217803955,1649.34819793701,1390.62245178223,1726.97480010986,0.893337428569794,"Nematocera","AI02A04-A",4,"AI02A04"
"22107",1708.88777160645,158.099411010742,1818.45529174805,250.169891357422,0.892283976078033,"Nematocera","AI02A04-A",4,"AI02A04"
"2366",1175.05725097656,783.282745361328,1286.04113769531,945.443756103516,0.891804575920105,"Nematocera","AI02A04-A",4,"AI02A04"
"2570",3788.28173828125,1147.89965820312,4073.89111328125,1308.11108398438,0.900897860527039,"Nematocera","AI02A04-A",5,"AI02A04"
"2659",1247.12524414062,1536.24353027344,1528.23071289062,1788.24694824219,0.895260393619537,"Nematocera","AI02A04-A",5,"AI02A04"
"2864",1689.70495605469,130.648071289062,1934.48999023438,290.8330078125,0.871377289295197,"Nematocera","AI02A04-A",5,"AI02A04"
"2957",1071.74194335938,734.697052001953,1404.47277832031,1027.36987304688,0.854085564613342,"Nematocera","AI02A04-A",5,"AI02A04"
"2367",3503.6728515625,1370.02882385254,3555.75329589844,1436.61894226074,0.945411086082458,"Coleoptera","AI02A05-B",1,"AI02A05"
"4257",3419.138671875,994.212768554688,3557.63232421875,1132.40380859375,0.942341089248657,"Nematocera","AI02A05-B",1,"AI02A05"
"5244",799.212097167969,234.198089599609,855.821411132812,354.887115478516,0.940847039222717,"Nematocera","AI02A05-B",1,"AI02A05"
"6207",533.217224121094,2585.98205566406,715.885925292969,2826.5517578125,0.93829733133316,"Nematocera","AI02A05-B",1,"AI02A05"
"7203",904.623779296875,194.300750732422,1149.67993164062,629.632446289062,0.935377836227417,"Nematocera","AI02A05-B",1,"AI02A05"
"8196",3522.58081054688,592.535522460938,3787.52685546875,693.264526367188,0.934990525245667,"Nematocera","AI02A05-B",1,"AI02A05"
"10181",2140.90669250488,3073.24169158936,2205.33972167969,3156.67718505859,0.927480459213257,"Nematocera","AI02A05-B",1,"AI02A05"
"11194",884.6416015625,2956,974.918609619141,3116.01477050781,0.927335798740387,"Nematocera","AI02A05-B",1,"AI02A05"
"12176",2159.76139831543,609.252838134766,2209.23382568359,669.752227783203,0.926937162876129,"Nematocera","AI02A05-B",1,"AI02A05"
"13179",294.654754638672,1535.66201782227,629.892654418945,1641.71069335938,0.925947368144989,"Nematocera","AI02A05-B",1,"AI02A05"
"14168",1941.9130859375,3206.80613708496,1981.47784423828,3248.00030517578,0.922603070735931,"Nematocera","AI02A05-B",1,"AI02A05"
"15153",1192.88598632812,2304.1962890625,1470.43225097656,2755.79907226562,0.922466397285461,"Nematocera","AI02A05-B",1,"AI02A05"
"16142",772.549011230469,2247.89266967773,845.184936523438,2367.70755004883,0.922448039054871,"Nematocera","AI02A05-B",1,"AI02A05"
"19108",3477.99267578125,1356.53735351562,3569.43017578125,1459.2880859375,0.933097898960114,"Coleoptera","AI02A05-B",2,"AI02A05"
"20108",1676.91442871094,767.42333984375,1926.21484375,907.5009765625,0.962547600269318,"Nematocera","AI02A05-B",2,"AI02A05"
"21140",446.897125244141,1518.02807617188,714.696228027344,1628.31750488281,0.936887323856354,"Nematocera","AI02A05-B",2,"AI02A05"
"22108",3926.4248046875,3117.61569213867,4495.51318359375,3307.95727539062,0.931217133998871,"Nematocera","AI02A05-B",2,"AI02A05"
